comparison_key,raw_code_examples,raw_title_examples,source_row_count,metric_value,comparison_title,metric_name,comparison_level,source_file,sheet_name,metric_zscore,metric_percentile
art-directors,27-1011,Art Directors,1,0.727281,Art directors,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.519782539860517,0.6170212765957447
assemblers-and-fabricators,51-2011 | 51-2021 | 51-2031 | 51-2041 | 51-2091,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers | Coil Winders, Tapers, and Finishers | Engine and Other Machine Assemblers | Structural Metal Fabricators and Fitters | Fiberglass Laminators and Fabricators",6,-0.9717335166666666,Assemblers and fabricators,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-1.3765813196903463,0.13677811550151975
athletes-and-sports-competitors,27-2021,Athletes and Sports Competitors,1,-1.290383,Athletes and sports competitors,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-1.7322435922196182,0.0486322188449848
athletic-trainers,29-9091,Athletic Trainers,1,-0.0953968,Athletic trainers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.3984535509267473,0.3556231003039514
atmospheric-scientists-including-meteorologists,19-2021,Atmospheric and Space Scientists,1,1.259493,"Atmospheric scientists, including meteorologists",felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,1.1138137223599982,0.8449848024316109
audiologists,29-1181,Audiologists,1,0.6955392,Audiologists,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.4843537652581744,0.60790273556231
automotive-body-and-glass-repairers,49-3021 | 49-3022,Automotive Body and Related Repairers | Automotive Glass Installers and Repairers,2,-1.2170085,Automotive body and glass repairers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-1.6503462637108504,0.0790273556231003
automotive-service-technicians-and-mechanics,49-3023,Automotive Service Technicians and Mechanics,1,-1.031144,Automotive service technicians and mechanics,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-1.4428926386146956,0.11854103343465046
bakers,51-3011,Bakers,1,-0.4742939,Bakers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.8213615130896148,0.24316109422492402
barbers-hairstylists-and-cosmetologists,39-5011 | 39-5012,"Barbers | Hairdressers, Hairstylists, and Cosmetologists",2,-0.57943655,"Barbers, hairstylists, and cosmetologists",felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.9387170268898094,0.22188449848024316
bartenders,35-3011,Bartenders,1,-0.4109996,Bartenders,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.7507152520611584,0.2613981762917933
bill-and-account-collectors,43-3011,Bill and Account Collectors,1,1.270176,Bill and account collectors,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,1.1257376081848987,0.8541033434650456
biochemists-and-biophysicists,19-1021,Biochemists and Biophysicists,1,0.7935216,Biochemists and biophysicists,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.5937173289060012,0.6413373860182371
biological-technicians,19-4021,Biological Technicians,1,0.1328288,Biological technicians,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.1437183644885355,0.4376899696048632
biomedical-engineers,17-2031,Biomedical Engineers,1,0.7338057,Bioengineers and biomedical engineers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.5270651175860369,0.6200607902735562
boilermakers,47-2011,Boilermakers,1,-1.121584,Boilermakers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-1.5438377134067953,0.09422492401215805
bookkeeping-accounting-and-auditing-clerks,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",1,0.8181121,"Bookkeeping, accounting, and auditing clerks",felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.6211641429448681,0.6443768996960486
brickmasons-blockmasons-and-stonemasons,47-2021 | 47-2022 | 47-2051 | 47-2053,Brickmasons and Blockmasons | Stonemasons | Cement Masons and Concrete Finishers | Terrazzo Workers and Finishers,4,-1.61315675,Masonry workers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-2.09250918636686,0.0060790273556231
broadcast-and-sound-engineering-technicians,27-4011 | 27-4012 | 27-4014,Audio and Video Equipment Technicians | Broadcast Technicians | Sound Engineering Technicians,3,0.0358253999999999,"Broadcast, sound, and video technicians",felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.25198921221175524,0.4072948328267477
budget-analysts,13-2031,Budget Analysts,1,1.299968,Budget analysts,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,1.1589901034105317,0.878419452887538
bus-drivers,53-3021,"Bus Drivers, Transit and Intercity",1,-1.050048,Bus drivers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-1.463992436202819,0.11246200607902736
butchers-and-meat-cutters,51-3021,Butchers and Meat Cutters,1,-0.976576,Butchers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-1.3819862825636637,0.1337386018237082
cardiovascular-technologists-and-technicians,29-2031,Cardiovascular Technologists and Technicians,1,-0.131293,Cardiovascular technologists and technicians,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.4385192806232552,0.3434650455927052
career-and-technical-education-teachers,25-1194 | 25-2023 | 25-2032,"Vocational Education Teachers, Postsecondary | Career/Technical Education Teachers, Middle School | Career/Technical Education Teachers, Secondary School",3,0.486471,Career and technical education teachers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.25100121013157445,0.5227963525835866
carpenters,47-2031,Carpenters,1,-1.245253,Carpenters,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-1.6818715087900795,0.06990881458966565
cartographers-and-photogrammetrists,17-1021,Cartographers and Photogrammetrists,1,0.4723189,Cartographers and photogrammetrists,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.2352052703597337,0.513677811550152
cashiers,41-2011,Cashiers,1,-0.1074713,Cashiers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.411930566689432,0.3525835866261398
chefs-and-head-cooks,35-1011,Chefs and Head Cooks,1,-0.1720309,Chefs and head cooks,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.48398909887152014,0.3161094224924012
chemical-engineers,17-2041,Chemical Engineers,1,0.9060193,Chemical engineers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.7192822198883011,0.6838905775075987
chemical-technicians,19-4031,Chemical Technicians,1,-0.0940159,Chemical technicians,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.3969122522339077,0.3586626139817629
chemists-and-materials-scientists,19-2031 | 19-2032,Chemists | Materials Scientists,2,0.55622835,Chemists and materials scientists,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.3288612379184906,0.5562310030395137
childcare-workers,39-9011,Childcare Workers,1,-0.1674963,Childcare workers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.4789277815766036,0.3191489361702128
chiropractors,29-1011,Chiropractors,1,0.0516267,Chiropractors,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.23435250931135257,0.4133738601823708
civil-engineering-technicians,17-3022,Civil Engineering Technicians,1,0.5532153,Civil engineering technologists and technicians,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.3254982065429671,0.547112462006079
civil-engineers,17-2051,Civil Engineers,1,0.9267973,Civil engineers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.7424736922902279,0.6930091185410334
claims-adjusters-appraisers-examiners-and-investigators,13-1031 | 13-1032,"Claims Adjusters, Examiners, and Investigators | Insurance Appraisers, Auto Damage",2,0.8441406499999999,"Claims adjusters, appraisers, examiners, and investigators",felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.6502160439453094,0.6595744680851063
coaches-and-scouts,27-2022,Coaches and Scouts,1,0.3188508,Coaches and scouts,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.0639110550490143,0.47416413373860183
community-health-workers,21-1094,Community Health Workers,1,0.1347507,Community health workers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.14157322584144422,0.44072948328267475
compensation-and-benefits-managers,11-3111,Compensation and Benefits Managers,1,1.466744,Compensation and benefits managers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,1.345138000287215,0.9604863221884499
compensation-benefits-and-job-analysis-specialists,13-1141,"Compensation, Benefits, and Job Analysis Specialists",1,1.361838,"Compensation, benefits, and job analysis specialists",felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,1.2280466246111865,0.9240121580547113
compliance-officers,13-1041,Compliance Officers,1,0.5718207,Compliance officers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.3462647201933091,0.5714285714285714
computer-and-information-research-scientists,15-1111,Computer and Information Research Scientists,1,0.968235,Computer and information research scientists,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.788724595935878,0.7021276595744681
computer-and-information-systems-managers,11-3021,Computer and Information Systems Managers,1,0.9450699,Computer and information systems managers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.7628687494955145,0.6960486322188449
computer-hardware-engineers,17-2061,Computer Hardware Engineers,1,0.9768626,Computer hardware engineers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.7983543363966954,0.7082066869300911
computer-network-architects,15-1143,Computer Network Architects,1,0.4954185,Computer network architects,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.2609880086355806,0.5288753799392097
computer-programmers,15-1131,Computer Programmers,1,1.024722,Computer programmers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.8517728537839688,0.729483282674772
computer-support-specialists,15-1151 | 15-1152,Computer User Support Specialists | Computer Network Support Specialists,2,0.491403,Computer support specialists,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.2565060874963979,0.5258358662613982
computer-systems-analysts,15-1121,Computer Systems Analysts,1,1.045816,Computer systems analysts,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.8753170312238691,0.7537993920972644
concierges,39-6012,Concierges,1,1.070776,Concierges,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.9031762646030242,0.7598784194528876
conservation-scientists,19-1031 | 19-1032,Conservation Scientists | Foresters,2,-0.0608280999999999,Conservation scientists and foresters,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.359869517236282,0.3738601823708207
construction-and-building-inspectors,47-4011,Construction and Building Inspectors,1,0.0676731,Construction and building inspectors,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.21644223677548402,0.4194528875379939
construction-equipment-operators,47-2071 | 47-2072 | 47-2073,"Paving, Surfacing, and Tamping Equipment Operators | Pile-Driver Operators | Operating Engineers and Other Construction Equipment Operators",3,-1.310594,Construction equipment operators,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-1.7548022046325231,0.0364741641337386
construction-laborers-and-helpers,47-2061 | 47-3011 | 47-3012 | 47-3013 | 47-3014,"Construction Laborers | Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters | Helpers--Carpenters | Helpers--Electricians | Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",7,-1.5547075714285714,Construction laborers and helpers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-2.0272708327353954,0.00911854103343465
construction-managers,11-9021,Construction Managers,1,0.6361951,Construction managers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.4181165404354206,0.5866261398176292
cooks,35-2011 | 35-2012 | 35-2013 | 35-2014 | 35-2015,"Cooks, Fast Food | Cooks, Institution and Cafeteria | Cooks, Private Household | Cooks, Restaurant | Cooks, Short Order",5,-0.58295214,Cooks,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.9426409708912286,0.21580547112462006
correctional-officers,33-3011 | 33-3012,Bailiffs | Correctional Officers and Jailers,2,-0.4198079,Correctional officers and bailiffs,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.7605466817636269,0.25835866261398177
cost-estimators,13-1051,Cost Estimators,1,1.13408,Cost estimators,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.9738333523367604,0.7872340425531915
court-reporters,23-2091,Court Reporters,1,0.9032798,Court reporters and simultaneous captioners,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.7162245127632131,0.6747720364741642
craft-and-fine-artists,27-1012 | 27-1013,"Craft Artists | Fine Artists, Including Painters, Sculptors, and Illustrators",2,-0.80791385,Craft and fine artists,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-1.193733149587698,0.17325227963525835
credit-counselors,13-2071,Credit Counselors,1,1.355321,Credit counselors,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,1.2207726412805793,0.9118541033434651
curators-museum-technicians-and-conservators,25-4011 | 25-4012 | 25-4013,Archivists | Curators | Museum Technicians and Conservators,3,0.4126749,"Archivists, curators, and museum workers",felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.16863331059746034,0.49544072948328266
customer-service-representatives,43-4051,Customer Service Representatives,1,1.075894,Customer service representatives,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.9088887468319712,0.7689969604863222
dancers-and-choreographers,27-2031 | 27-2032,Dancers | Choreographers,2,-1.33957505,Dancers and choreographers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-1.7871495538121294,0.030395136778115502
database-administrators,15-1141,Database Administrators,1,0.9959827,Database administrators and architects,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.8196953351199641,0.7142857142857143
delivery-truck-drivers-and-driver-sales-workers,53-3031 | 53-3033,Driver/Sales Workers | Light Truck or Delivery Services Drivers,2,-0.9612303,Delivery truck drivers and driver/sales workers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-1.3648580999648456,0.1398176291793313
dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians,51-9081 | 51-9082 | 51-9083,Dental Laboratory Technicians | Medical Appliance Technicians | Ophthalmic Laboratory Technicians,3,-0.6346862333333333,Dental and ophthalmic laboratory technicians and medical appliance technicians,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-1.0003842473268192,0.20364741641337386
dental-assistants,31-9091,Dental Assistants,1,-0.3458537,Dental assistants,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.6780023180950077,0.2735562310030395
dental-hygienists,29-2021,Dental Hygienists,1,-0.3524675,Dental hygienists,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.6853843452473738,0.270516717325228
dentists,29-1021 | 29-1022 | 29-1023 | 29-1024,"Dentists, General | Oral and Maxillofacial Surgeons | Orthodontists | Prosthodontists",4,-0.2179692,Dentists,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.5352633705358493,0.3069908814589666
desktop-publishers,43-9031,Desktop Publishers,1,-0.0650455,Desktop publishers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.3645767901070053,0.3708206686930091
diagnostic-medical-sonographers,29-2032,Diagnostic Medical Sonographers,1,-0.2743202,Diagnostic medical sonographers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.5981598312789898,0.2887537993920973
diesel-service-technicians-and-mechanics,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,1,-1.058387,Diesel service technicians and mechanics,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-1.4733000542776895,0.1094224924012158
dietitians-and-nutritionists,29-1031,Dietitians and Nutritionists,1,1.363892,Dietitians and nutritionists,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,1.2303392073580128,0.9300911854103343
drafters,17-3011 | 17-3012 | 17-3013,Architectural and Civil Drafters | Electrical and Electronics Drafters | Mechanical Drafters,3,0.5370801666666667,Drafters,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.30748889383715294,0.541033434650456
drywall-and-ceiling-tile-installers-and-tapers,47-2081 | 47-2082,Drywall and Ceiling Tile Installers | Tapers,2,-1.4203445,"Drywall installers, ceiling tile installers, and tapers",felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-1.8773007940948223,0.0182370820668693
economists,19-3011,Economists,1,1.330122,Economists,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,1.192646646812577,0.8936170212765957
editors,27-3041,Editors,1,1.190631,Editors,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,1.0369530441165928,0.7993920972644377
electrical-and-electronics-engineering-technicians,17-3023,Electrical and Electronic Engineering Technicians,1,0.0780005,Electrical and electronic engineering technologists and technicians,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.20491525573382177,0.425531914893617
electrical-and-electronics-engineers,17-2071 | 17-2072,"Electrical Engineers | Electronics Engineers, Except Computer",2,0.67902095,Electrical and electronics engineers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.46591683489899033,0.5987841945288754
electrical-and-electronics-installers-and-repairers,49-2092 | 49-2093 | 49-2094 | 49-2095 | 49-2096,"Electric Motor, Power Tool, and Related Repairers | Electrical and Electronics Installers and Repairers, Transportation Equipment | Electrical and Electronics Repairers, Commercial and Industrial Equipment | Electrical and Electronics Repairers, Powerhouse, Substation, and Relay | Electronic Equipment Installers and Repairers, Motor Vehicles",5,-0.82691944,Electrical and electronics installers and repairers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-1.2149463373809086,0.1702127659574468
electricians,47-2111,Electricians,1,-0.9164291,Electricians,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-1.3148530083596286,0.1519756838905775
electro-mechanical-technicians,17-3024,Electro-Mechanical Technicians,1,-0.5684535,Electro-mechanical and mechatronics technologists and technicians,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.9264582387021116,0.22492401215805471
elementary-middle-and-high-school-principals,11-9032,"Education Administrators, Elementary and Secondary School",1,1.199449,"Elementary, middle, and high school principals",felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,1.0467953005243409,0.8085106382978723
elevator-installers-and-repairers,47-4021,Elevator Installers and Repairers,1,-0.9278526,Elevator and escalator installers and repairers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-1.327603407097881,0.14893617021276595
emergency-management-directors,11-9161,Emergency Management Directors,1,0.901037,Emergency management directors,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.7137211999177496,0.6717325227963525
emts-and-paramedics,29-2041,Emergency Medical Technicians and Paramedics,1,-0.6994473,EMTs and paramedics,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-1.0726676475732015,0.1945288753799392
environmental-engineering-technicians,17-3025,Environmental Engineering Technicians,1,-0.1238053,Environmental engineering technologists and technicians,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.4301618454560636,0.3465045592705167
environmental-engineers,17-2081,Environmental Engineers,1,1.043951,Environmental engineers,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,0.8732354018067165,0.7477203647416414
environmental-science-and-protection-technicians,19-4091,"Environmental Science and Protection Technicians, Including Health",1,-0.1429246,Environmental science and protection technicians,felten_language_modeling_aioe,slug,Language_Modeling_AIOE_and_AIIE.xlsx,LM AIOE,-0.45150195125518566,0.3373860182370821
